Theme,Title,Poem
Spring,The flowers all over the place,"The flowers are blooming in all their might, 

Everywhere there is a pretty sight, 

You know its spring, when you feel so good, 

You know its spring with colors of hope, 

Spring is the time to start afresh, 

It is the time when you feel refreshed, 

Spring is finally here, 

Happy spring season!"
Spring,Blooming flowers are happy,"Blooming flowers and happy way 

It will surely make your day 

Look the sun is shining bright 

It will make things all right 

Look there is something that reflects 

Everything that matters in the time 

Season of joy and vibrancy 

Season of doing things you like 

Spring time is super time 

A time when you will feel the joy 

Happy spring time is all I want to say 

For things that will be happy along the way 

Super summer spring time

Happy spring season to you!"
Spring,Look the wonderful season is here,"Look the wonderful season is here 

With the vibrancy in the air 

Look the season of joy is here 

So that you feel so good too 

Spring time is the time to rejoice 

With a loving heart and through 

Spring will make you feel so good 

Spring will make you feel so glad 

You have a part to play 

You have a reason to be happy 

As sun will shine a lot bright 

Making you feel so right 

Spring season is the best time 

To spend all along 

Happy spring time!"
Spring,It is indeed a season of joy,"It is indeed the season of spring 

All the chirping birds that sing 

The flowers and the bloom 

Does not feel like that gloom 

Spring season is like that sunshine 

Which brightens up your life 

It gives you a reason to smile 

After so many months of white 

Spring is the season to 

Make you feel so blessed in time 

So it's the time to gear up 

For the sunshine in your life 

As it's the super spring time 

Happy spring season to you!"
Spring,The big and the yellow sun,"The big and round yellow sun 

Is telling me to have some fun 

To go out and indulge in things 

That I have been looking for 

To spread the wings in the air 

And look at the lovely colorful flower 

Spring is the most amazing time 

When you feel so happy 

Like the pure sound of the chime

Happy spring season to you!"
Fall,The color of orange,"The color of fall is orange, 

The color of fall is new, 

The mood looks lost in thought, 

The many things to seek, 

Fall is the season to think, 

With the leaves all over to blink, 

Fall season is finally here!"
Fall,Night is short,"Night is falling short, 

As days are getting long, 

The brown leaves all over the place, 

Has a special place, 

Coz season of nostalgia is here again, 

Coz season of fall is here, 

Feel the season in the air, 

With that empty rocking chair!"
Fall,Brings new color,"Fall brings new color of hope, 

But also a dull vibe, 

Things will begin anew, 

As we bid adieu, 

To colors yellow and brown, 

It will bring a new day, 

But, for now fall is on its way, 

So, happy fall season!"
Fall,Time has come,"It's that time of the season, 

When the leaves fall apart, 

It is not the time to mellow, 

Because it's for a new start, 

A season of new hope, 

A season of being, 

When everything is pleasant in the seeing, 

The fall season is here!"
Fall,Fall is here,"Birds have a feeling in the air, 

They are flying here and there, 

The leaves are of gold and yellow, 

Where all the emotions are mellow, 

Fall is the season to rejoice, 

Stay prepared by your choice, 

Fall is here again!"
Positive,You can smile away,"You can smile and smile all through 

Pain is not so permanent in life 

So why do you dwell in the past 

Why do you think you are the last 

You can also excel in your life 

Have the faith in your strive 

Go far and reach where you wish to 

You will have things so new 

Keep smiling!"
Positive,Happiness is just the state,"Happiness is a state to which you belong 

But it's the your calling to be strong,

Happiness begins with a positive mind 

It leaves you in things you can't find 

Stay happy and you will surely know 

The power of staying positive in life 

Being positive will give you something 

To cheer my dear, 

Stay positive and you will be able 

To let go of all your fear 

Positive being and positive seeing 

It's a thing to ask about in time 

Be positive and you will find a reason 

Of staying happy in each season!"
Positive,You may have a bad day,"You may have had a bad day in life 

Life is not so smooth each day
 
But the moment you lose your calm 

Is the moment you lose your way 

Don't do things just for the sake 

Follow your calling and awake 

Life is better off with a smile 

All the way and all the while! 

Be positive and keep smiling!"
Positive,You can change,"You can't really change a situation, 

And you can't really care, 

Things will happen, 

It is bound to happen, 

You can only swear, 

By the positivity around and in mind, 

Then only solution you would be able to find, 

So, stay positive in life, 

To survive!"
Positive,Do not ever fear,"Never let fear take you over, 

Never get scared in life, 

With a positive frame of mind, 

You would be able to strive, 

So keep smiling as you keep the hope high, 

With such spirit you will reach the sky, 

Keep the hope going, 

Stay positive!"
Positive,Stay this way,"Smile is too precious, 

Smile is too rear, 

So, stay positive and always smile,

Not for a moment, 

But every while, 

Being positive will help you through, 

In every situation cold and new, 

Keep smiling all the way, 

This is life's only say!"
Positive,One life is not worth crying,"One life it's not worth crying and in pain 

While being sad you won't ever gain 

One life do spend it with joy in your heart 

Be positive and make happiness a part 

If you are positive, good things will happen to you 

You will stay happy without any clue 

A positive mind is for a positive life 

Being positive will give you all the reasons 

To stay happy all the while, 

Do your best and know well 

As there is no reason to dwell 

Stay as you are being positive in life!"
